ID	profN	x1	x2
Sp842	281	2.0722	29.1
Sp843	281	3.015	29.013
Sp844	282	4.142	29.1824
Sp845	282	5.1248	29.0424
Sp846	282	6.1998	29.1392
Sp847	283	7.1954	29.0886
Sp848	283	8.0146	29.1212
Sp849	283	9.1534	29.1206
Sp850	284	10.1562	29.0454
Sp851	284	11.089	29.1182
Sp852	284	12.0432	29.1924
Sp853	285	13.15	29.007
Sp854	285	14.1078	29.0608
Sp855	285	15.134	29.1636
Sp856	286	16.1318	29.1154
Sp857	286	17.132	29.1636
Sp858	286	18.052	29.0558
Sp859	287	19.0354	29.0658
Sp860	287	20.0034	29.0228
Sp861	287	21.11	29.1112
Sp862	288	22.0712	29.1648
Sp863	288	23.0934	29.183
Sp864	288	24.0324	29.0618
Sp865	289	25.1452	29.125
Sp866	289	26.0922	29.116
Sp867	289	27.1684	29.0822
Sp868	290	28.1158	29.089
Sp869	290	29.1184	29.1638
Sp870	290	30.1298	29.1364
Sp871	291	1.0196	30.0706
Sp872	291	2.1364	30.135
Sp873	291	3.134	30.0556
Sp874	292	4.0452	30.0246
Sp875	292	5.0614	30.1428
Sp876	292	6.0178	30.0934
Sp877	293	7.01	30.1348
Sp878	293	8.1462	30.1572
Sp879	293	9.1026	30.121
Sp880	294	10.1994	30.0516
Sp881	294	11.1826	30.1422
Sp882	294	12.1612	30.0022
Sp883	295	13.0658	30.0628
Sp884	295	14.135	30.134
Sp885	295	15.1194	30.086
Sp886	296	16.0994	30.0084
Sp887	296	17.0694	30.1558
Sp888	296	18.0042	30.1198
Sp889	297	19.1624	30.109
Sp890	297	20.1234	30.1268
Sp891	297	21.1746	30.0854
Sp892	298	22.0764	30.1724
Sp893	298	23.081	30.008
Sp894	298	24.0744	30.1532
Sp895	299	25.116	30.188
Sp896	299	26.1568	30.1438
Sp897	299	27.1862	30.0934
Sp898	300	28.184	30.0182
Sp899	300	29.0444	30.065
Sp900	300	30.0218	30.0758
